"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US12117","ZCTA5 12117","2716","379","2663","374","2518","376","4","8","0","13","0","13","0","13","0","13","141","75","108","66","33","35","53","57","39","55","0","13","0","13","0","13","0","13","7","9","7","10","6","8","1","3",
"860Z200US12118","ZCTA5 12118","16557","971","16094","919","14932","971","19","38","26","25","630","277","0","21","16","18","471","169","82","60","389","156","463","207","93","86","0","21","59","64","0","21","0","21","121","127","190","143","190","143","0","21",
"860Z200US12120","ZCTA5 12120","635","175","628","173","621","172","7","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","11","7","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12121","ZCTA5 12121","2358","759","2227","721","2188","725","24","25","0","13","0","13","0","13","0","13","15","19","10","15","5","9","131","202","131","202","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12122","ZCTA5 12122","3585","392","3507","396","3290","394","52","22","0","13","16","22","10","16","0","13","139","55","72","50","67","30","78","64","35","28","0","13","0","13","0","13","0","13","0","13","43","49","43","49","0","13",
"860Z200US12123","ZCTA5 12123","4938","706","4738","642","4418","646","15","23","0","13","15","25","0","13","31","36","259","147","166","136","93","56","200","219","196","219","0","13","0","13","0","13","0","13","0","13","4","6","0","13","4","6",
"860Z200US12124","ZCTA5 12124","246","189","204","147","204","147","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","63","42","63","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12125","ZCTA5 12125","1092","197","1029","183","1002","175","0","13","0","13","16","24","0","13","0","13","11","26","11","26","0","13","63","62","0","13","0","13","0","13","0","13","0","13","20","41","43","47","43","47","0","13",
"860Z200US12130","ZCTA5 12130","431","230","431","230","431","230","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12131","ZCTA5 12131","188","63","186","62","181","62","0","13","0","13","0","13","0","13","0","13","5","7","0","13","5","7","2","3","1","3","0","13","1","4","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12132","ZCTA5 12132","133","95","133","95","133","95","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12134","ZCTA5 12134","4304","392","4133","377","3968","356","0","13","0","13","0","13","0","13","0","13","165","68","115","66","50","23","171","96","94","77","0","13","0","13","2","4","0","13","11","17","64","47","57","46","7","8",
"860Z200US12136","ZCTA5 12136","790","234","781","235","766","236","10","17","0","13","0","13","0","13","0","13","5","8","0","13","5","8","9","16","9","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12137","ZCTA5 12137","2035","476","2024","476","1945","466","63","67","0","13","0","13","0","13","0","13","16","20","13","20","3","5","11","17","11","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12138","ZCTA5 12138","2922","310","2784","306","2652","275","23","19","2","3","17","17","0","13","16","23","74","63","6","8","68","62","138","109","57","38","0","13","0","13","0","13","0","13","0","13","81","96","81","96","0","13",
"860Z200US12139","ZCTA5 12139","286","90","286","90","261","84","0","13","0","13","0","13","0","13","0","13","25","21","22","21","3","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12140","ZCTA5 12140","1412","242","1412","242","1359","243","0","13","0","13","23","29","0","13","0","13","30","22","0","13","30","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12143","ZCTA5 12143","5443","460","5308","485","4917","546","169","173","0","19","57","81","0","19","0","19","165","119","38","52","127","110","135","156","0","19","0","19","0","19","28","46","0","19","107","154","0","19","0","19","0","19",
"860Z200US12144","ZCTA5 12144","21808","1012","20675","1243","17135","1242","1195","308","17","24","1114","337","0","25","50","73","1164","329","101","88","1063","328","1133","469","600","348","63","87","0","25","0","25","0","25","111","97","359","215","278","179","81","106",
"860Z200US12147","ZCTA5 12147","412","120","412","120","391","114","0","13","0","13","17","24","0","13","0","13","4","6","4","6","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12148","ZCTA5 12148","4371","498","4190","463","3781","437","87","117","0","13","250","180","0","13","0","13","72","59","0","13","72","59","181","177","98","120","0","13","0","13","0","13","0","13","0","13","83","134","83","134","0","13",
"860Z200US12149","ZCTA5 12149","2208","306","2188","307","2091","299","32","30","10","13","0","13","4","6","0","13","51","38","5","7","46","39","20","16","9","11","3","6","0","13","0","13","0","13","0","13","8","10","8","10","0","13",
"860Z200US12150","ZCTA5 12150","589","206","494","189","494","189","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","95","111","67","97","14","20","0","13","0","13","0","13","14","23","0","13","0","13","0","13",
"860Z200US12151","ZCTA5 12151","871","249","857","247","823","244","20","28","0","13","10","10","0","13","0","13","4","5","0","13","4","5","14","14","8","11","0","13","0","13","0","13","0","13","0","13","6","8","6","8","0","13",
"860Z200US12153","ZCTA5 12153","703","302","703","302","613","261","0","13","0","13","40","59","0","13","0","13","50","69","0","13","50","69","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12154","ZCTA5 12154","2820","538","2820","538","2753","531","16","25","3","7","3","7","0","13","0","13","45","41","22","31","23","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12155","ZCTA5 12155","1748","292","1619","286","1555","283","7","13","0","13","0","13","0","13","0","13","57","37","22","23","35","30","129","81","88","75","0","13","0","13","0","13","0","13","15","24","26","28","24","28","2","3",
"860Z200US12156","ZCTA5 12156","831","322","730","299","701","296","16","18","0","13","0","13","0","13","0","13","13","23","0","13","13","23","101","130","101","130","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12157","ZCTA5 12157","4574","415","4344","415","4033","422","56","43","0","13","70","56","0","13","0","13","185","146","153","145","32","25","230","86","92","68","0","13","6","10","0","13","0","13","40","38","92","61","90","60","2","4",
"860Z200US12158","ZCTA5 12158","6045","618","5581","634","5195","626","107","89","0","19","107","128","0","19","0","19","172","157","0","19","172","157","464","325","167","205","0","19","0","19","0","19","0","19","209","226","88","97","79","92","9","17",
"860Z200US12159","ZCTA5 12159","8663","896","8240","841","7286","835","181","131","0","19","627","341","0","19","12","23","134","80","23","30","111","73","423","342","93","107","0","19","0","19","0","19","0","19","0","19","330","329","330","329","0","19",
"860Z200US12160","ZCTA5 12160","834","209","795","208","754","206","12","18","0","13","6","9","0","13","0","13","23","30","0","13","23","30","39","31","0","13","15","20","0","13","0","13","0","13","10","15","14","21","14","21","0","13",
"860Z200US12161","ZCTA5 12161","35","46","35","46","35","46","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12164","ZCTA5 12164","485","73","478","72","475","71","3","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","9","0","13","0","13","0","13","0","13","0","13","0","13","7","9","7","9","0","13",
"860Z200US12165","ZCTA5 12165","198","79","198","79","198","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12166","ZCTA5 12166","1505","191","1478","190","1432","190","28","39","0","13","3","6","0","13","0","13","15","13","9","12","6","7","27","24","14","15","0","13","0","13","0","13","0","13","0","13","13","17","13","17","0","13",
"860Z200US12167","ZCTA5 12167","2414","274","2325","283","2241","274","27","28","0","13","10","19","0","13","10","13","37","26","14","16","23","22","89","73","27","25","6","8","0","13","0","13","0","13","0","13","56","69","56","69","0","13",
"860Z200US12168","ZCTA5 12168","1749","269","1731","276","1647","263","0","13","0","13","0","13","0","13","55","83","29","29","11","17","18","17","18","29","0","13","0","13","0","13","0","13","0","13","0","13","18","29","18","29","0","13",
"860Z200US12169","ZCTA5 12169","379","200","310","156","303","149","0","13","0","13","0","13","0","13","0","13","7","11","0","13","7","11","69","96","69","96","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12170","ZCTA5 12170","5225","717","4804","708","4674","700","54","84","4","6","9","15","0","19","0","19","63","56","53","55","10","13","421","246","109","96","0","19","0","19","0","19","0","19","96","98","216","206","110","155","106","134",
"860Z200US12172","ZCTA5 12172","211","155","211","155","211","155","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12173","ZCTA5 12173","2038","278","1808","297","1695","305","16","18","0","13","0","13","0","13","3","5","94","49","0","13","94","49","230","209","63","53","0","13","0","13","0","13","0","13","167","209","0","13","0","13","0","13",
"860Z200US12174","ZCTA5 12174","588","357","570","356","567","357","0","13","0","13","0","13","0","13","0","13","3","4","0","13","3","4","18","29","0","13","0","13","0","13","0","13","0","13","18","29","0","13","0","13","0","13",
"860Z200US12175","ZCTA5 12175","700","224","605","190","581","188","9","14","0","13","7","13","0","13","0","13","8","7","3","4","5","6","95","76","1","3","0","13","0","13","4","8","0","13","70","67","20","35","20","35","0","13",
"860Z200US12176","ZCTA5 12176","366","183","248","161","197","125","0","13","0","13","15","27","0","13","0","13","36","68","0","13","36","68","118","151","9","15","0","13","0","13","0","13","0","13","109","151","0","13","0","13","0","13",
"860Z200US12177","ZCTA5 12177","455","258","455","258","319","161","0","13","0","13","0","13","0","13","0","13","136","169","136","169","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12180","ZCTA5 12180","53807","1413","49765","1474","37110","1284","6667","652","20","19","2894","358","0","31","111","90","2963","542","497","181","2466","514","4042","501","1101","301","454","228","65","55","0","31","0","31","1400","350","1022","255","454","154","568","206",
"860Z200US12182","ZCTA5 12182","14790","1063","13928","997","10979","836","1698","476","0","21","105","71","0","21","0","21","1146","459","452","295","694","283","862","413","251","292","109","96","0","21","8","16","0","21","215","115","279","247","150","96","129","194",
"860Z200US12183","ZCTA5 12183","2968","16","2564","291","2106","458","161","171","0","13","27","33","0","13","17","30","253","206","7","12","246","206","404","291","154","159","0","13","0","13","0","13","0","13","223","279","27","26","27","26","0","13",
"860Z200US12184","ZCTA5 12184","7288","439","6819","478","6511","481","30","48","14","17","59","76","5","10","16","24","184","119","15","18","169","117","469","243","91","96","0","19","0","19","0","19","0","19","115","112","263","188","262","187","1","3",
"860Z200US12185","ZCTA5 12185","1785","456","1776","455","1743","463","0","13","2","5","6","8","2","5","0","13","23","24","23","24","0","13","9","13","8","13","0","13","0","13","0","13","0","13","0","13","1","2","0","13","1","2",
"860Z200US12186","ZCTA5 12186","6325","356","6175","376","5868","385","20","16","1","3","56","42","0","19","25","22","205","82","77","62","128","68","150","69","50","51","0","19","0","19","0","19","0","19","59","49","41","32","31","28","10","14",
"860Z200US12187","ZCTA5 12187","701","282","689","281","680","280","9","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","15","7","11","0","13","0","13","0","13","0","13","5","8","0","13","0","13","0","13",
"860Z200US12188","ZCTA5 12188","11615","599","11132","641","10525","706","89","72","9","14","167","159","0","21","19","31","323","187","172","154","151","116","483","274","209","150","0","21","138","184","0","21","0","21","64","50","72","68","34","57","38","48",
"860Z200US12189","ZCTA5 12189","18461","907","17080","961","12832","918","1673","498","13","20","1608","444","0","21","33","32","921","333","112","94","809","314","1381","468","358","206","0","21","0","21","10","18","0","21","571","430","442","235","285","185","157","138",
"860Z200US12190","ZCTA5 12190","641","149","638","151","632","150","6","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","20","0","13","0","13","0","13","0","13","0","13","3","20","0","13","0","13","0","13",
"860Z200US12192","ZCTA5 12192","1496","401","1370","369","1346","375","10","13","0","13","0","13","4","7","0","13","10","15","0","13","10","15","126","123","62","94","0","13","0","13","0","13","0","13","64","80","0","13","0","13","0","13",
"860Z200US12193","ZCTA5 12193","1674","392","1674","392","1621","391","32","50","0","13","21","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12194","ZCTA5 12194","177","93","177","93","177","93","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12195","ZCTA5 12195","184","171","184","171","184","171","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12196","ZCTA5 12196","3954","630","3785","619","3779","618","6","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","169","165","0","13","0","13","0","13","0","13","0","13","9","11","160","163","160","163","0","13",
"860Z200US12197","ZCTA5 12197","1951","423","1916","418","1856","414","10","10","11","18","0","13","0","13","0","13","39","29","5","6","34","28","35","36","7","9","0","13","0","13","0","13","0","13","3","6","25","29","25","29","0","13",
"860Z200US12198","ZCTA5 12198","7150","734","7012","701","6613","658","45","53","0","19","62","50","0","19","70","92","222","159","31","36","191","156","138","108","64","70","0","19","0","19","0","19","0","19","36","42","38","43","0","19","38","43",
"860Z200US12202","ZCTA5 12202","9700","1148","8387","1138","2622","528","4418","805","5","8","618","380","0","19","79","112","645","385","176","145","469","362","1313","423","143","124","350","137","36","43","0","19","0","19","352","274","432","314","432","314","0","19",
"860Z200US12203","ZCTA5 12203","30545","1522","28832","1422","21663","1125","3019","619","3","5","2509","496","42","62","183","115","1413","473","546","422","867","256","1713","483","504","224","168","111","1","2","5","9","0","28","650","409","385","189","298","170","87","83",
"860Z200US12204","ZCTA5 12204","8728","644","8252","635","3998","612","2576","792","7","13","809","438","62","94","99","137","701","281","0","19","701","281","476","243","106","94","7","11","0","19","0","19","20","29","276","227","67","59","43","44","24","37",
"860Z200US12205","ZCTA5 12205","26436","1215","24932","1236","20014","1253","1401","404","25","29","2230","555","28","53","103","124","1131","339","366","267","765","275","1504","578","1019","543","124","135","0","25","13","21","0","25","73","59","275","184","236","173","39","41",
"860Z200US12206","ZCTA5 12206","14793","1233","12933","1247","3456","713","6657","1042","7","12","1194","363","0","21","159","180","1460","534","119","109","1341","533","1860","441","525","261","359","242","34","49","0","21","0","21","490","296","452","351","218","153","234","298",
"860Z200US12207","ZCTA5 12207","2337","421","2182","427","1042","188","1067","365","0","13","18","21","0","13","0","13","55","47","13","18","42","43","155","103","73","85","28","33","0","13","0","13","0","13","54","63","0","13","0","13","0","13",
"860Z200US12208","ZCTA5 12208","23128","1359","21721","1349","15319","1066","2997","703","32","40","2095","569","0","25","24","37","1254","439","72","68","1182","434","1407","404","662","301","67","49","22","34","0","25","0","25","311","171","345","230","293","221","52","45",
"860Z200US12209","ZCTA5 12209","10427","1136","8421","1109","5116","951","2074","555","0","21","905","483","0","21","27","61","299","167","80","68","219","139","2006","868","827","529","115","113","0","21","0","21","0","21","848","648","216","181","216","181","0","21",
