zcta5,total,nh_total,white,black,native,asian,hwpi,other,multi,hispanic
14513,13835,12011,10935,417,0,93,0,19,547,1824
14514,5899,5698,4893,481,7,92,29,14,182,201
14515,138,138,138,0,0,0,0,0,0,0
14516,2505,2408,2211,133,0,37,0,17,10,97
14517,2776,2718,2551,48,3,0,0,0,116,58
14519,12480,12322,11608,125,4,54,0,0,531,158
14521,3366,3233,2832,311,0,2,0,14,74,133
14522,9575,9382,8998,42,17,189,0,0,136,193
14525,2536,2523,2475,13,0,0,0,9,26,13
14526,19738,18994,17678,162,9,389,4,85,667,744
14527,12870,12535,12266,15,0,89,0,27,138,335
14529,48,48,48,0,0,0,0,0,0,0
14530,6498,6193,5475,202,0,0,0,69,447,305
14532,3849,3629,3555,9,0,0,0,0,65,220
14533,1822,1660,1593,18,0,0,0,0,49,162
14534,33914,32266,27619,708,1,2728,0,115,1095,1648
14536,643,598,549,3,0,34,0,0,12,45
14537,117,117,112,0,0,0,0,0,5,0
14539,187,187,187,0,0,0,0,0,0,0
14541,3660,3380,2532,686,1,5,3,16,137,280
14542,0,0,0,0,0,0,0,0,0,0
14543,3217,3185,2880,64,0,75,0,0,166,32
14544,2157,2062,2023,3,0,10,0,0,26,95
14545,108,108,104,0,0,0,0,0,4,0
14546,4920,4789,4462,144,2,24,0,0,157,131
14548,4042,3803,3525,9,0,0,0,220,49,239
14549,390,390,390,0,0,0,0,0,0,0
14550,1233,1190,1154,15,0,0,0,0,21,43
14551,4956,4721,4034,477,2,10,3,44,151,235
14555,1203,1147,1017,65,0,0,0,9,56,56
14556,1184,997,429,530,0,6,0,6,26,187
14557,121,107,101,0,0,6,0,0,0,14
14559,18375,18074,17176,341,4,71,0,21,461,301
14560,2202,2141,2003,0,0,2,0,14,122,61
14561,2382,2259,2225,18,0,0,0,0,16,123
14564,16006,15616,14397,232,0,596,0,82,309,390
14568,6349,6021,5869,49,0,24,0,15,64,328
14569,6387,6283,6122,26,0,17,0,18,100,104
14571,1306,1270,1105,123,23,0,0,16,3,36
14572,4979,4805,4539,33,0,0,0,69,164,174
14580,54520,52671,48335,1025,27,1803,1,29,1451,1849
14585,156,145,145,0,0,0,0,0,0,11
14586,12720,12415,8695,1274,4,1987,0,98,357,305
14588,0,0,0,0,0,0,0,0,0,0
14589,7838,7460,6943,122,3,6,0,0,386,378
14590,5123,4853,4611,57,13,7,0,123,42,270
14591,1573,1493,1434,0,0,0,0,5,54,80
14592,113,113,113,0,0,0,0,0,0,0
14604,2682,2398,1683,297,0,199,0,0,219,284
14605,11348,7410,1321,5305,15,610,0,13,146,3938
14606,27736,23485,14819,6655,37,1114,0,44,816,4251
14607,17319,16062,13665,1439,13,375,0,40,530,1257
14608,12470,11027,3252,6128,39,519,7,0,1082,1443
14609,41134,33048,18336,11823,89,287,15,238,2260,8086
14610,14033,13198,11243,1082,0,386,0,94,393,835
14611,17753,14849,3558,10294,75,254,0,60,608,2904
14612,35265,32815,27614,3164,27,415,0,204,1391,2450
14613,15132,12068,3621,6873,11,1043,0,0,520,3064
14614,1126,904,318,549,11,11,0,0,15,222
14615,18393,15268,8322,5322,0,758,0,211,655,3125
14616,27250,23895,18618,3363,8,697,0,65,1144,3355
14617,21990,20052,18621,751,10,119,0,0,551,1938
14618,23783,22985,18974,1187,39,1866,0,32,887,798
14619,14073,13118,3022,9218,5,248,0,67,558,955
14620,24292,22196,16202,2395,24,2158,2,410,1005,2096
14621,32976,20470,5118,13351,47,468,0,112,1374,12506
14622,12770,11539,9880,631,6,427,52,0,543,1231
14623,25958,24509,16692,2705,41,3976,5,36,1054,1449
14624,39028,36680,30630,3709,18,932,0,102,1289,2348
14625,10445,9959,9336,155,10,154,0,47,257,486
14626,29138,26890,22934,2035,2,1078,0,0,841,2248
14627,2892,2652,1746,285,0,540,0,19,62,240
14642,0,0,0,0,0,0,0,0,0,0
14701,39481,35889,33287,886,49,309,10,31,1317,3592
14706,6051,6000,5306,190,129,127,0,0,248,51
14707,93,93,93,0,0,0,0,0,0,0
14708,155,147,131,0,0,0,0,9,7,8
14709,1240,1237,1185,10,0,20,0,5,17,3
14710,3125,3085,3004,0,29,0,0,0,52,40
14711,1943,1939,1911,1,2,1,0,0,24,4
14712,3089,3064,2948,4,9,11,13,2,77,25
14714,544,506,501,0,0,4,0,0,1,38
14715,2579,2558,2518,14,2,3,0,0,21,21
14716,2602,2211,1807,258,44,19,0,17,66,391
14717,564,564,562,0,0,0,0,0,2,0
14718,2024,1949,1723,196,3,10,0,0,17,75
14719,3398,3275,3195,14,8,3,0,13,42,123
14720,870,814,761,0,0,6,0,0,47,56
14721,175,165,164,0,0,0,0,0,1,10
14722,189,181,167,14,0,0,0,0,0,8
14723,1012,991,964,0,0,3,0,3,21,21
14724,2955,2925,2849,3,0,9,0,0,64,30
14726,2743,2738,2706,0,1,0,0,8,23,5
14727,4939,4876,4755,0,14,18,0,5,84,63
14728,1049,1043,1026,0,0,0,0,0,17,6
14729,813,809,791,11,0,0,0,7,0,4
14731,1220,1215,1202,0,7,0,0,0,6,5
14732,18,18,18,0,0,0,0,0,0,0
14733,3104,3082,2916,8,0,1,13,1,143,22
14735,2725,2672,2662,0,2,0,0,0,8,53
14736,154,154,154,0,0,0,0,0,0,0
14737,4105,3866,3524,16,19,2,0,9,296,239
14738,3542,3429,3403,0,1,0,0,0,25,113
14739,2627,2625,2550,33,7,0,0,2,33,2
14740,1112,1101,1084,7,0,0,0,0,10,11
14741,1887,1882,1858,1,2,0,0,0,21,5
14742,90,90,90,0,0,0,0,0,0,0
14743,2171,2171,1917,48,5,5,0,0,196,0
14744,2250,2241,2119,78,0,10,0,0,34,9
14747,2073,2048,1994,2,0,15,0,0,37,25
14748,505,505,436,0,64,0,0,3,2,0
14750,4521,4252,4086,5,0,11,0,27,123,269
14752,230,230,220,10,0,0,0,0,0,0
14753,950,941,908,6,4,0,0,16,7,9
14754,534,534,528,0,0,0,0,0,6,0
14755,2858,2813,2676,51,56,4,0,0,26,45
14756,0,0,0,0,0,0,0,0,0,0
14757,3183,3095,2854,71,3,11,0,10,146,88
14760,17675,17489,15926,395,111,289,0,28,740,186
14767,2265,2254,2236,0,1,2,0,0,15,11
14769,651,619,605,0,0,0,0,0,14,32
14770,2888,2865,2701,33,2,8,0,0,121,23
14772,3993,3983,3815,24,18,0,0,4,122,10
14774,290,264,253,0,0,0,0,0,11,26
14775,2565,2407,2369,3,3,15,0,0,17,158
14777,613,592,557,0,0,9,0,0,26,21
14778,1380,1273,1116,90,0,61,0,0,6,107
14779,6899,6558,4730,135,1244,28,0,18,403,341
14781,1827,1744,1688,0,11,4,0,16,25,83
14782,2169,2138,2078,12,0,0,0,0,48,31
14783,128,115,59,0,51,0,0,0,5,13
14784,750,750,737,6,0,0,0,0,7,0
14785,130,130,130,0,0,0,0,0,0,0
14787,4756,4647,4444,8,0,176,0,0,19,109
14788,104,101,37,62,2,0,0,0,0,3
14801,5263,5228,5118,23,23,1,0,0,63,35
14802,4563,4060,3289,481,14,216,8,5,47,503
14803,1546,1516,1478,0,0,22,0,0,16,30
14804,1507,1504,1415,0,0,16,18,0,55,3
14805,765,765,756,4,4,0,0,0,1,0
14806,2149,2129,2106,0,0,0,0,8,15,20
14807,3034,2929,2812,17,34,0,0,21,45,105
14808,550,550,531,0,0,3,0,0,16,0
14809,2905,2812,2719,12,0,1,0,4,76,93
14810,11484,11338,10736,369,3,13,0,0,217,146
14812,3286,3192,3032,10,5,14,0,40,91,94
14813,2213,2198,2136,46,0,2,0,1,13,15
14814,1784,1764,1627,14,0,108,0,0,15,20
14815,727,712,661,0,0,0,0,0,51,15
14816,595,595,559,0,3,28,0,0,5,0
14817,2911,2864,2328,45,0,104,0,0,387,47
14818,1765,1741,1714,0,0,11,0,0,16,24
14819,625,615,609,0,0,1,0,0,5,10
14820,531,531,509,0,2,0,0,0,20,0
14821,3333,3324,3187,20,0,17,0,27,73,9
14822,850,807,805,0,0,0,0,0,2,43
14823,3851,3807,3579,4,0,108,0,30,86,44
14824,768,765,725,21,1,0,0,0,18,3
14825,755,755,736,1,0,5,0,0,13,0
14826,1923,1919,1817,16,0,0,0,0,86,4
14827,16,16,16,0,0,0,0,0,0,0
14830,19127,18696,17607,466,2,304,0,16,301,431
14836,835,828,790,0,0,0,0,0,38,7
14837,5596,5529,5299,62,6,1,0,0,161,67
14838,2133,2118,2053,11,0,4,0,0,50,15
14839,594,594,594,0,0,0,0,0,0,0
14840,2577,2507,2426,28,4,3,0,1,45,70
14841,743,743,723,0,0,0,0,0,20,0
14842,847,847,847,0,0,0,0,0,0,0
14843,12418,12154,11567,158,0,93,0,69,267,264
14845,20756,20306,18320,494,0,570,0,14,908,450
14846,952,948,933,5,0,9,0,0,1,4
14847,2409,2297,2185,13,9,25,2,8,55,112
14850,65740,61236,45864,2351,44,9057,15,664,3241,4504
14853,2202,1902,976,378,11,365,0,147,25,300
14854,95,95,95,0,0,0,0,0,0,0
14855,871,843,842,0,0,0,0,0,1,28
14856,0,0,0,0,0,0,0,0,0,0
14858,1395,1392,1318,0,12,1,0,0,61,3
14859,1141,1129,1102,0,1,0,0,0,26,12
14860,1121,1101,1069,5,4,0,0,0,23,20
14861,1138,1118,1059,15,0,0,0,0,44,20
14864,1033,1033,975,0,7,2,0,0,49,0
14865,2647,2635,2521,24,9,1,0,5,75,12
14867,5242,5242,5188,30,24,0,0,0,0,0
14869,1471,1431,1417,0,0,5,0,0,9,40
14870,9970,9767,8259,229,0,925,0,25,329,203
14871,4551,4527,4448,24,0,3,0,0,52,24
14872,542,508,508,0,0,0,0,0,0,34
14873,1995,1992,1871,2,0,35,0,0,84,3
14874,155,155,155,0,0,0,0,0,0,0
14877,684,684,657,0,0,22,0,0,5,0
14878,858,852,836,0,0,0,0,0,16,6
14879,2254,2246,2098,0,0,17,0,10,121,8
14880,1520,1516,1425,0,0,33,0,3,55,4
14881,250,250,219,0,0,21,0,0,10,0
14882,3678,3511,3389,116,0,0,5,0,1,167
14883,4540,4511,4376,49,0,47,0,0,39,29
14884,303,303,302,0,0,0,0,0,1,0
14885,590,590,571,0,3,0,0,0,16,0
14886,6544,6324,5990,58,0,22,0,0,254,220
14889,1270,1260,1163,20,3,13,0,3,58,10
14891,4416,4347,4016,82,5,120,0,12,112,69
14892,7552,7419,6996,146,0,98,0,5,174,133
14893,34,34,34,0,0,0,0,0,0,0
14894,1440,1391,1194,134,29,0,0,8,26,49
14895,9168,9156,8718,53,20,42,0,0,323,12
14897,716,716,710,0,0,0,0,0,6,0
14898,1549,1549,1458,0,0,0,0,0,91,0
14901,14906,13964,10656,2065,59,185,0,153,846,942
14903,7090,6792,5859,439,0,107,0,10,377,298
14904,14285,13612,11949,745,0,22,0,62,834,673
14905,8852,8536,7447,429,0,190,0,29,441,316
