zcta5,inc_total,inc_10k,inc_15k,inc_25k,inc_35k,inc_50k,inc_75k,inc_100k,inc_150k,inc_200k,inc_200kplus,inc_mean,inc_avg,ins_total_pop,ins_total,ins_private,ins_public,no_ins_total,pov_families,pov_all
10979,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
10980,4776,3.3,0.9,3.9,4.4,7.4,11.8,5.3,20.0,18.4,24.7,128839,140607,13685,97.1,82.7,29.9,2.9,2.1,3.3
10983,1976,0.5,0.0,2.8,3.2,4.9,10.0,5.0,19.5,15.2,39.0,172500,194429,5664,99.3,88.2,25.0,0.7,0.2,0.4
10984,1037,0.0,0.0,0.0,4.6,1.8,16.0,17.1,16.5,13.9,30.1,119673,162087,3079,94.5,82.1,28.7,5.5,0.0,0.8
10985,30,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-,N,42,42.9,42.9,0.0,57.1,0.0,57.1
10986,552,12.3,0.9,0.0,6.0,4.0,18.1,1.8,5.4,11.2,40.2,155417,159078,1517,96.8,85.4,20.8,3.2,3.8,5.7
10987,1449,5.1,0.1,4.5,3.3,7.0,6.3,6.6,14.3,7.4,45.3,162292,291355,3791,93.0,79.1,29.7,7.0,3.5,13.0
10988,234,5.1,0.0,0.0,8.5,6.8,23.9,15.4,18.8,6.0,15.4,83750,105171,683,97.7,67.2,40.3,2.3,17.6,17.4
10989,3348,4.3,0.0,0.7,2.4,11.3,6.2,11.3,24.6,13.0,26.3,127825,157153,8450,98.1,82.5,35.3,1.9,0.0,3.1
10990,7919,2.6,1.7,5.3,5.0,9.0,8.0,10.6,19.5,13.2,25.1,121217,144295,20436,97.1,84.6,27.6,2.9,3.1,4.7
10992,3254,3.3,3.5,4.9,6.5,5.6,9.4,10.0,19.9,23.6,13.4,113786,131375,10252,98.2,81.8,35.5,1.8,3.8,5.2
10993,1551,4.0,5.9,4.3,4.8,20.1,23.3,3.4,20.9,5.4,8.1,59288,92072,4723,96.0,81.0,45.6,4.0,5.8,11.6
10994,2242,2.3,0.6,1.3,1.3,1.3,18.4,6.3,13.4,20.0,35.0,160697,186119,6357,98.3,80.2,41.4,1.7,3.1,2.2
10996,1063,1.0,1.0,0.0,0.0,6.6,8.7,8.2,35.4,17.3,21.7,133844,145003,3284,98.1,92.7,8.0,1.9,2.3,3.6
10998,1106,0.5,4.6,0.8,0.7,5.3,14.2,14.4,24.1,15.6,19.7,122833,141660,3548,94.9,82.0,22.6,5.1,7.0,9.5
11001,8519,1.3,1.3,4.0,3.1,4.6,10.4,7.5,19.7,16.4,31.8,145325,179321,26138,97.4,82.8,31.1,2.6,2.6,3.5
11003,12607,3.3,1.2,2.6,3.2,5.9,11.1,11.1,20.6,17.6,23.2,119448,144798,47515,94.1,69.1,37.2,5.9,2.7,4.8
11004,5290,2.8,1.5,4.5,2.5,9.8,12.0,10.3,20.9,20.9,14.7,112311,129799,15048,98.1,70.3,40.2,1.9,5.3,9.2
11005,1555,5.1,2.5,4.1,5.4,5.8,23.5,10.5,12.5,8.7,21.9,81328,288837,2175,100.0,68.1,92.7,0.0,1.8,6.4
11010,8278,1.1,1.9,2.9,3.3,7.2,7.7,10.1,23.9,14.0,27.9,136378,156764,25635,95.7,82.2,28.5,4.3,3.2,4.9
11020,1793,2.5,3.0,2.3,2.6,2.1,4.5,10.2,14.1,15.3,43.5,173345,234458,6145,94.7,82.2,24.5,5.3,5.7,5.4
11021,8151,5.4,0.5,2.8,6.1,8.7,10.1,11.0,16.6,11.6,27.2,111777,179242,19328,97.5,79.5,32.5,2.5,4.6,5.3
11023,3011,1.6,7.2,3.5,1.4,4.7,8.6,3.5,19.6,12.5,37.3,146563,218936,9699,98.9,81.0,33.1,1.1,5.7,6.2
11024,2260,1.1,0.8,5.9,2.5,2.0,7.2,9.7,18.1,22.2,30.5,160273,213302,8803,98.1,73.8,39.5,1.9,3.8,8.9
11030,5867,2.8,0.8,1.4,1.5,2.6,5.9,5.2,13.3,8.6,57.9,232821,375120,16968,98.6,90.3,23.1,1.4,2.7,4.0
11040,13670,2.4,1.0,3.9,2.6,4.3,9.6,7.9,20.0,15.4,32.8,144174,179734,42114,97.3,82.1,30.6,2.7,2.6,3.5
11042,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11050,11603,2.9,0.8,4.0,4.4,4.0,11.7,9.1,12.5,11.0,39.6,152020,232159,31688,96.1,82.8,28.0,3.9,3.6,5.3
11096,2558,4.3,8.2,10.0,6.7,7.2,15.1,14.6,15.4,4.7,13.8,72348,104094,9567,91.5,58.3,48.8,8.5,14.8,17.2
11101,16488,6.2,5.8,5.5,5.2,4.6,10.5,8.6,18.1,10.6,24.8,109625,145896,34067,96.5,73.5,28.6,3.5,7.7,13.8
11102,12164,4.3,6.2,5.6,5.0,6.1,11.5,10.2,17.9,18.0,15.2,103409,122429,26832,93.9,68.8,32.8,6.1,12.0,14.4
11103,15516,4.4,2.4,4.2,6.8,6.9,18.0,13.2,20.5,10.8,12.7,88116,129759,34751,89.7,64.6,31.5,10.3,6.8,10.3
11104,11991,4.4,2.4,4.7,6.3,10.3,17.3,13.4,21.2,9.0,11.0,83493,100703,26939,93.5,62.0,38.2,6.5,6.9,10.8
11105,15851,3.6,2.5,5.4,6.0,6.6,13.8,13.2,22.4,13.1,13.3,97233,119098,38747,92.8,69.0,32.9,7.2,6.7,10.2
11106,18516,5.5,4.6,7.1,5.7,8.0,15.6,12.4,15.1,12.5,13.3,81729,110391,40171,93.2,63.8,39.6,6.8,9.1,12.2
11109,3326,0.0,0.0,0.0,10.7,0.0,5.7,6.4,17.3,16.7,43.1,173939,229013,7265,97.7,95.1,6.0,2.3,0.0,2.0
11201,32227,5.7,2.7,3.8,3.3,4.7,7.0,5.8,13.8,12.4,40.7,163310,232020,69061,97.4,83.9,21.4,2.6,6.6,10.6
11203,29411,7.1,5.1,6.1,8.1,11.6,16.8,12.8,16.2,8.3,7.9,68006,89068,77339,94.1,56.0,44.1,5.9,11.7,14.3
11204,25118,4.6,5.2,9.1,8.8,10.6,18.3,14.1,14.4,8.8,6.1,64172,83981,80481,92.9,40.0,59.4,7.1,14.7,19.2
11205,16861,7.4,6.2,7.0,6.4,9.7,13.4,6.9,14.5,8.6,19.9,74839,132369,50292,96.5,54.9,49.6,3.5,22.5,29.7
11206,32698,10.3,7.7,12.3,9.3,9.3,12.2,10.8,12.4,6.7,8.9,51507,81598,89901,94.1,44.5,58.6,5.9,32.6,34.9
11207,34831,12.6,6.8,10.5,8.1,10.0,17.0,10.8,13.4,5.8,5.2,52569,71269,96282,94.0,50.0,56.9,6.0,21.9,25.9
11208,34321,12.8,5.4,7.6,8.2,11.7,15.8,12.2,13.8,6.7,5.9,56298,76161,107901,94.4,47.5,54.8,5.6,19.1,21.3
11209,30179,5.2,3.6,5.7,6.7,6.8,13.7,13.4,19.1,9.5,16.2,88546,122020,71504,94.5,68.1,36.1,5.5,7.9,10.7
11210,21652,5.6,3.0,4.2,6.0,9.3,18.3,11.8,19.9,9.8,12.1,82904,114070,63377,94.9,64.2,41.8,5.1,8.0,11.0
11211,26822,5.7,6.8,8.2,4.5,7.6,9.9,8.5,13.4,10.0,25.4,94824,141026,65450,94.0,56.5,43.7,6.0,21.0,23.0
11212,32091,15.2,12.2,11.7,10.3,10.6,16.3,8.0,9.7,3.5,2.5,35840,53831,83303,92.7,39.1,61.9,7.3,26.4,32.9
11213,26281,7.8,8.2,11.2,8.2,11.4,12.1,12.4,14.2,6.3,8.2,54211,84408,68786,93.3,58.9,49.1,6.7,19.3,23.8
11214,31366,5.7,7.2,9.4,6.8,11.7,17.6,9.9,14.8,7.5,9.4,60152,89337,90143,90.5,46.3,52.3,9.5,15.5,19.6
11215,29465,3.3,0.8,3.2,2.2,3.8,7.6,7.5,15.0,13.5,43.1,173899,236543,71888,97.3,86.8,19.7,2.7,3.5,5.9
11216,26311,5.9,5.1,6.5,4.9,7.3,12.2,11.8,17.2,10.7,18.4,92684,127418,62242,94.0,70.5,32.0,6.0,10.5,16.4
11217,18912,5.7,4.1,3.2,4.1,5.5,7.0,7.0,12.7,11.6,39.0,152735,224818,42530,97.2,79.9,25.9,2.8,6.8,11.1
11218,26048,3.9,3.2,5.9,6.4,9.0,15.8,12.3,16.8,8.8,18.0,87759,138411,72969,95.4,59.5,45.6,4.6,9.5,13.3
11219,24031,5.3,7.5,10.8,11.8,14.0,15.4,10.8,11.5,6.8,6.1,51194,77462,91526,93.8,28.4,71.1,6.2,27.7,32.7
11220,27907,5.2,6.0,8.8,8.4,12.6,17.1,13.7,14.4,6.7,7.1,62804,85180,92978,88.4,33.3,60.2,11.6,19.2,22.2
11221,35245,7.2,6.4,7.1,7.0,8.0,12.9,12.3,18.8,8.6,11.7,77600,104627,90997,91.6,61.1,41.5,8.4,19.1,21.5
11222,19108,2.8,2.7,3.6,4.6,5.6,10.3,10.7,19.5,15.9,24.3,126250,153168,40116,92.7,74.9,23.8,7.3,4.7,8.3
11223,26748,7.5,7.4,9.4,8.6,10.1,13.1,11.2,14.9,7.7,10.0,61356,94988,80094,94.1,48.0,53.2,5.9,16.4,20.8
11224,19486,8.6,16.2,13.5,7.5,11.3,13.2,7.4,9.8,5.4,7.0,40467,67767,47028,95.0,42.6,64.6,5.0,21.6,28.6
11225,24873,4.9,5.6,7.5,6.8,7.7,14.0,12.9,17.8,10.2,12.5,82716,107973,58348,94.1,65.6,37.3,5.9,11.2,15.3
11226,38458,5.0,5.5,6.7,6.2,11.1,15.0,12.5,18.2,9.1,10.8,75947,99788,100529,90.9,52.9,43.7,9.1,10.2,14.4
11228,15474,4.5,2.9,7.7,7.9,10.4,13.1,9.4,15.3,12.0,16.8,83980,118610,44044,94.1,61.3,43.9,5.9,10.3,12.8
11229,30751,5.1,6.9,8.3,7.1,10.8,12.4,11.1,17.1,8.3,12.8,72799,104211,80912,95.1,59.7,46.1,4.9,11.9,15.7
11230,31897,5.9,7.8,8.9,8.4,10.0,15.2,11.3,14.8,7.4,10.4,65051,95988,90055,92.9,47.7,54.5,7.1,14.3,18.9
11231,16498,6.3,6.3,4.7,3.1,6.5,8.0,7.3,12.7,11.5,33.6,130396,204514,38819,95.3,74.9,25.9,4.7,12.5,13.9
11232,9589,3.0,3.6,5.4,10.1,12.0,13.8,13.0,12.9,9.1,17.0,79599,114279,26471,88.0,53.0,42.3,12.0,12.4,16.3
11233,32516,11.0,6.4,9.2,7.5,10.6,13.4,12.3,14.3,6.9,8.4,57812,84738,82863,93.1,57.0,43.8,6.9,20.0,23.9
11234,32606,3.8,3.3,7.8,6.8,7.3,12.5,12.7,18.8,10.8,16.1,91379,120818,89898,95.7,67.4,40.2,4.3,8.2,9.4
11235,34769,6.7,7.2,9.4,8.7,10.4,13.9,10.8,13.5,7.7,11.5,61320,94910,82039,91.9,49.8,52.4,8.1,13.4,16.7
11236,33986,7.1,3.4,6.5,6.8,9.7,14.1,12.8,18.8,9.5,11.2,79885,102387,99403,94.0,58.3,43.8,6.0,9.9,12.3
11237,17513,6.7,3.0,9.4,5.2,9.1,14.8,14.9,17.0,10.0,10.0,79136,94875,47177,87.9,54.6,43.3,12.1,18.5,22.6
11238,26492,5.3,3.0,4.6,4.0,6.4,7.6,9.1,17.9,12.3,29.8,125747,173287,57634,96.4,78.5,24.8,3.6,7.2,10.9
11239,8367,7.4,13.9,17.9,6.6,12.6,14.4,9.1,10.4,4.9,2.9,38670,61506,16610,97.6,52.8,54.7,2.4,18.3,22.6
11249,17047,4.4,4.3,5.6,7.8,7.1,8.7,6.4,16.5,9.8,29.3,113946,173212,44911,96.9,55.8,45.7,3.1,17.8,24.1
11354,20980,9.2,5.7,9.4,11.7,8.8,14.5,10.7,15.8,8.4,5.8,56854,84204,51783,88.1,51.3,46.3,11.9,16.6,18.8
11355,29690,8.8,5.2,10.6,11.3,10.8,18.3,11.2,12.4,4.9,6.4,52658,77413,79168,85.3,41.5,50.4,14.7,17.3,20.5
11356,8391,2.1,1.8,4.5,8.1,11.8,16.2,10.5,24.1,10.1,10.8,86717,103917,27626,91.4,58.2,43.9,8.6,6.6,9.5
11357,15508,4.2,1.8,4.8,6.5,10.6,11.8,12.2,19.7,12.2,16.1,95987,126065,42497,96.6,69.7,41.6,3.4,5.2,7.2
11358,13179,4.5,2.3,5.8,6.0,11.3,15.7,13.0,16.9,11.6,13.0,84020,109224,37640,92.2,59.5,43.2,7.8,8.0,9.1
11359,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11360,8692,3.8,1.8,4.1,6.5,6.6,14.5,12.7,15.9,17.7,16.4,100016,134122,19668,95.2,73.1,42.3,4.8,5.2,6.5
11361,10886,2.7,2.1,4.4,6.7,5.8,12.0,14.8,23.6,10.6,17.3,102343,127417,29278,94.6,70.8,36.2,5.4,5.5,8.2
11362,7164,3.0,1.2,2.9,3.7,9.1,11.7,11.5,20.9,19.2,16.8,113688,128688,18327,97.0,74.4,40.2,3.0,3.1,6.4
11363,2855,4.5,0.2,4.0,5.2,6.9,13.5,12.9,17.9,14.3,20.5,112625,155429,7365,94.2,71.5,39.4,5.8,11.5,8.9
11364,13822,4.1,1.6,5.7,5.9,6.8,12.3,13.5,21.6,12.0,16.7,100577,121275,38116,94.2,67.8,38.3,5.8,5.9,6.1
11365,16361,7.2,1.7,6.8,5.8,10.1,15.1,12.6,18.8,10.4,11.4,82655,103325,46424,94.9,68.2,37.8,5.1,10.0,10.9
11366,4640,3.7,1.5,2.6,5.0,6.5,12.2,13.7,23.9,16.3,14.7,114881,128237,13538,93.0,70.2,37.6,7.0,5.0,9.6
11367,14647,5.9,4.1,9.1,9.0,8.9,12.1,10.8,15.9,11.2,13.1,76888,101917,43278,94.3,58.9,45.3,5.7,12.2,13.3
11368,30123,3.7,4.7,8.7,8.2,9.8,19.1,15.0,16.7,7.4,6.7,69391,85754,112353,76.6,38.9,50.3,23.4,13.7,17.3
11369,9736,4.7,4.5,5.0,7.5,10.3,20.6,11.5,21.0,8.2,6.8,72342,89135,31756,87.0,53.5,44.7,13.0,12.3,15.6
11370,8140,5.1,2.9,8.4,7.2,9.5,18.9,10.6,19.1,8.7,9.6,71618,99134,23714,92.5,59.0,44.2,7.5,9.2,10.4
11371,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11372,25359,3.3,4.4,8.2,8.0,10.8,16.5,13.0,16.2,9.6,9.9,73089,100131,66747,89.0,48.2,49.8,11.0,11.2,14.4
11373,32644,3.4,4.1,7.4,8.2,12.3,21.1,17.2,13.7,5.5,7.1,67489,85161,102269,84.5,36.6,54.1,15.5,8.5,10.8
11374,19800,5.4,4.0,6.8,6.8,8.7,12.3,12.2,19.6,12.5,11.7,86006,107971,47199,93.8,68.2,38.7,6.2,8.9,11.7
11375,33312,5.3,1.9,6.2,3.6,6.9,13.8,11.0,20.1,10.1,21.2,103995,144354,74840,96.3,77.9,31.1,3.7,4.9,6.8
11377,33239,4.3,3.7,6.4,9.9,10.3,17.5,14.7,15.3,9.3,8.5,72273,98608,86753,92.5,49.8,50.4,7.5,7.8,10.1
11378,12818,4.0,2.6,5.6,6.0,10.3,15.3,10.8,19.9,12.8,12.7,90572,110310,39070,92.8,62.9,39.5,7.2,7.1,10.5
11379,13810,4.0,2.7,6.4,6.0,8.6,15.1,11.2,18.7,12.6,14.8,89500,114711,37927,95.1,72.4,37.1,4.9,5.2,7.5
11385,37167,4.5,2.4,5.3,5.7,9.7,15.9,15.7,19.4,11.8,9.6,85127,104776,105386,88.6,61.0,35.1,11.4,8.5,11.5
11411,6602,3.1,1.5,3.3,5.1,6.7,10.9,10.8,25.0,12.7,20.8,117018,130644,21319,95.5,73.5,37.1,4.5,3.3,5.2
11412,11753,3.9,2.5,4.2,5.5,7.3,14.7,14.0,20.8,12.4,14.6,96094,116394,40585,93.8,64.8,37.1,6.2,7.0,9.4
11413,13512,2.8,1.6,3.4,3.0,7.0,12.4,14.1,26.2,15.2,14.3,111065,125373,44593,94.0,69.9,35.3,6.0,3.4,6.0
11414,11401,5.4,5.0,4.9,4.1,7.6,14.2,10.1,19.3,10.2,19.2,95370,129067,30356,96.8,77.0,35.8,3.2,4.1,6.2
11415,8588,3.2,4.6,7.2,4.3,7.1,15.5,11.7,20.0,10.2,16.2,88306,120616,20206,95.3,68.3,36.7,4.7,7.3,8.1
11416,7485,3.5,2.7,5.8,6.0,10.7,16.9,12.3,18.6,11.7,11.7,84085,121191,27781,90.2,53.9,44.3,9.8,10.8,13.0
11417,9377,4.2,3.5,4.0,8.0,12.6,13.0,13.0,17.7,11.5,12.5,84419,104714,31200,92.1,59.1,40.7,7.9,9.3,10.9
11418,11681,4.5,1.6,5.9,6.8,14.6,14.7,13.4,17.6,9.9,11.0,79101,100978,37874,90.8,58.1,43.6,9.2,8.2,11.9
11419,12908,4.0,2.2,6.1,7.0,8.4,11.4,15.6,22.2,12.1,11.1,90818,108546,48010,90.6,51.2,46.8,9.4,7.3,10.8
11420,13836,3.1,2.5,3.9,4.5,9.6,13.3,14.2,20.1,14.9,13.9,97919,116128,51124,90.1,59.5,38.6,9.9,8.2,10.1
11421,11840,3.9,2.0,4.8,5.7,10.3,17.6,15.4,16.5,11.4,12.2,81324,108437,41537,89.6,56.5,41.6,10.4,7.7,9.8
11422,10019,1.8,1.6,5.8,3.2,10.1,14.0,12.6,22.1,13.5,15.2,101416,119487,32201,94.0,68.2,37.6,6.0,6.4,8.4
11423,9946,7.5,2.0,5.3,4.9,12.9,15.9,13.0,15.1,12.4,11.0,79500,103394,29582,92.8,57.2,44.6,7.2,10.5,11.0
11424,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11426,6108,1.4,1.0,4.4,3.4,5.2,10.2,19.7,20.1,19.6,15.1,112325,129673,19708,93.8,70.6,37.0,6.2,4.9,6.5
11427,8046,4.8,3.0,4.5,6.8,8.2,15.7,12.8,19.6,11.2,13.5,84691,107138,24858,95.8,64.1,44.4,4.2,5.0,10.8
11428,6153,3.2,3.6,4.6,6.5,10.2,16.2,9.9,21.2,11.2,13.5,89593,110985,19552,92.8,60.4,42.6,7.2,9.6,9.7
11429,8038,3.9,7.3,2.6,8.2,5.0,10.7,13.6,20.2,12.3,16.2,95721,117648,27816,92.7,63.1,38.9,7.3,4.7,8.5
11430,0,-,-,-,-,-,-,-,-,-,-,-,-,332,98.2,0.0,98.2,1.8,-,56.4
11432,20036,4.3,3.6,6.4,8.1,10.4,19.0,11.6,18.4,8.5,9.7,72001,103895,63358,90.8,48.4,50.2,9.2,8.7,13.7
11433,10886,6.6,6.4,5.6,6.2,11.7,15.4,14.1,15.0,10.0,9.0,73118,91186,38825,91.9,49.8,49.4,8.1,9.7,14.0
11434,22986,7.8,3.8,3.8,8.2,10.3,18.4,11.5,18.4,8.4,9.4,71728,96344,67749,93.0,58.8,42.1,7.0,8.1,12.2
11435,19350,3.6,5.0,5.2,7.9,8.7,17.8,12.8,18.8,10.5,9.8,76915,100007,59679,91.4,49.0,49.0,8.6,10.8,13.4
11436,6136,5.4,1.9,5.2,6.6,8.9,14.0,15.5,19.9,10.2,12.5,87685,110683,21318,93.1,60.2,41.9,6.9,7.1,10.8
11439,0,-,-,-,-,-,-,-,-,-,-,-,-,2140,99.2,96.4,5.3,0.8,-,-
11451,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11501,8586,2.5,0.4,2.9,3.8,7.1,11.0,12.6,15.0,20.0,24.8,130208,153606,21434,96.8,83.4,27.6,3.2,3.2,5.2
11507,2388,0.9,0.5,3.1,0.4,8.7,4.5,9.8,22.9,17.8,31.4,145833,193047,7111,97.5,87.4,24.2,2.5,1.3,1.3
11509,720,0.6,1.0,0.8,3.3,4.6,8.1,9.0,17.8,22.4,32.5,155925,214185,1682,98.8,75.4,38.6,1.2,0.8,1.3
11510,11222,1.5,2.2,3.1,3.2,4.9,7.8,13.5,18.6,16.4,28.8,135693,158148,35056,96.7,81.3,26.7,3.3,3.6,4.3
11514,1773,1.0,0.0,5.7,4.0,2.6,17.4,15.3,19.5,11.8,22.7,110865,147801,5040,85.6,76.7,18.9,14.4,5.2,7.0
11516,2864,2.6,2.8,1.4,7.0,8.2,16.8,11.7,18.4,7.3,23.8,98333,143627,8450,96.1,76.8,36.3,3.9,0.0,3.3
11518,4099,3.8,1.0,3.8,7.4,7.3,11.7,12.0,18.3,14.6,20.0,110280,143369,10294,97.3,83.9,24.9,2.7,3.7,2.9
11520,14326,2.6,1.9,5.9,3.9,7.9,12.9,10.2,23.2,12.1,19.4,110152,133318,44557,93.2,70.3,33.2,6.8,5.1,6.9
11530,9544,1.2,0.5,2.5,3.8,2.9,8.9,6.8,14.7,10.9,47.8,186300,256843,28187,98.8,88.7,22.6,1.2,1.5,2.7
11542,10965,10.5,4.6,5.1,4.2,7.9,10.5,10.3,17.6,10.3,19.0,91774,123459,28651,92.0,69.9,35.7,8.0,12.3,14.8
11545,4326,1.8,1.4,2.0,2.6,4.5,6.6,8.3,20.4,9.2,43.3,164306,304531,12068,98.7,84.9,29.1,1.3,1.4,3.1
11547,227,0.0,0.0,0.0,19.4,24.2,4.4,5.3,13.2,16.7,16.7,-,127266,585,95.6,75.2,32.1,4.4,0.0,6.8
11548,435,9.0,0.0,18.2,3.2,4.8,12.4,0.0,11.0,14.3,27.1,102188,179385,2230,96.3,86.0,30.4,3.7,0.0,9.4
11549,0,-,-,-,-,-,-,-,-,-,-,-,-,2508,95.5,88.7,9.4,4.5,-,-
11550,17780,4.4,5.0,5.7,7.9,10.0,13.9,10.5,19.2,10.4,13.0,83333,109287,59773,88.2,54.7,45.2,11.8,13.4,15.5
11552,7362,1.9,1.0,2.4,2.7,7.1,7.2,8.3,20.0,20.1,29.1,147468,164450,26011,96.8,82.3,27.9,3.2,3.4,6.7
11553,7151,4.1,2.6,3.0,6.4,7.2,13.4,11.6,23.9,10.2,17.6,102066,122360,27459,92.7,69.5,32.9,7.3,4.7,9.7
11554,11716,2.1,1.2,3.4,4.3,6.3,12.7,9.7,17.8,14.1,28.4,129268,152771,35749,95.7,79.8,31.1,4.3,2.8,5.9
11556,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
11557,2611,1.4,0.8,2.8,1.7,3.0,7.8,7.7,18.0,21.9,34.9,162266,214854,8290,97.7,84.6,30.9,2.3,2.2,2.3
11558,3058,4.3,2.0,3.5,6.3,4.0,11.4,11.2,22.2,17.9,17.2,104253,129861,8532,94.7,68.2,39.1,5.3,4.1,8.0
11559,2537,3.2,2.0,5.8,5.8,6.1,11.4,6.3,10.8,11.4,37.2,129732,242010,8732,97.7,78.1,37.2,2.3,2.1,3.6
11560,2436,4.1,2.5,2.0,3.9,2.0,9.0,6.3,16.0,9.4,44.8,162143,310592,7043,95.8,78.6,29.7,4.2,4.0,4.8
11561,16004,2.2,2.1,3.5,5.6,5.1,10.2,10.2,19.1,14.1,27.9,130046,154566,37893,95.5,79.8,29.8,4.5,4.2,5.8
11563,7661,2.3,1.8,4.6,4.7,5.2,10.5,9.3,16.2,16.5,28.9,137828,175907,21942,96.7,80.9,32.2,3.3,4.5,6.4
11565,3128,4.3,0.4,1.7,3.1,4.1,6.7,9.0,17.6,19.7,33.6,153582,195749,9013,98.3,87.8,25.6,1.7,3.8,4.0
11566,11346,1.4,1.5,2.9,2.2,3.7,9.0,7.4,14.5,16.0,41.4,172868,199080,33968,97.7,86.0,24.6,2.3,1.4,2.5
11568,1005,1.6,1.4,0.5,1.6,0.9,2.0,7.2,15.1,8.0,61.8,"250,000+",466154,4272,96.0,84.5,21.1,4.0,3.0,4.4
11569,556,0.0,0.0,15.8,9.4,1.6,9.0,6.5,13.8,13.3,30.6,104386,169585,1110,95.5,85.7,42.3,4.5,5.7,5.5
11570,10810,3.9,1.7,4.0,3.7,5.1,8.9,7.4,15.6,14.3,35.4,149420,196301,28063,98.1,87.4,25.4,1.9,2.6,4.2
11572,10315,2.0,0.7,4.4,3.0,4.0,10.2,10.1,20.7,15.4,29.5,134615,163787,29863,97.4,84.8,29.8,2.6,1.7,3.3
11575,4534,1.2,2.5,4.1,1.1,14.1,6.3,9.0,27.4,14.1,20.1,123056,138810,19102,93.2,71.7,28.9,6.8,7.0,7.7
11576,4399,4.6,1.2,1.0,3.1,3.6,5.9,6.6,9.6,9.0,55.5,224698,310532,12506,99.1,86.7,27.7,0.9,2.5,3.7
11577,4177,3.4,1.0,1.9,1.4,2.1,8.1,5.4,14.9,18.0,43.8,191607,259267,12183,97.3,88.5,22.1,2.7,1.8,3.3
11579,1828,1.1,0.0,5.7,2.1,6.5,2.9,7.8,14.1,14.5,45.3,181375,285818,5031,97.8,89.1,22.9,2.2,0.9,2.0
11580,13176,2.0,0.6,3.9,2.9,6.5,12.5,9.3,20.5,16.0,25.8,132632,150430,43342,95.4,75.4,30.9,4.6,2.1,4.2
11581,7011,1.7,1.5,2.0,4.0,6.7,10.3,11.2,18.1,17.5,27.0,135060,158284,22737,96.4,76.6,32.2,3.6,3.7,6.1
11590,14766,3.4,1.3,5.0,3.4,5.1,9.0,9.6,19.7,15.9,27.5,133349,161498,47795,91.9,73.1,31.6,8.1,4.0,6.3
11596,3440,1.4,1.0,3.1,4.2,5.3,6.5,8.5,16.7,16.8,36.6,157273,206427,10520,96.8,86.8,22.6,3.2,2.6,2.2
11598,3935,0.6,0.5,1.0,3.8,6.6,8.6,2.7,19.6,11.5,45.0,179846,244432,14353,96.4,85.3,24.4,3.6,2.1,3.8
11691,21687,9.0,8.9,7.6,7.7,11.0,14.0,9.1,15.9,7.5,9.4,59153,92048,68445,90.4,48.5,51.6,9.6,15.4,18.9
11692,8128,8.7,5.8,9.4,12.2,8.4,12.3,11.3,14.2,8.3,9.4,57687,88642,23778,94.8,54.9,47.6,5.2,18.0,22.1
11693,5274,9.1,3.9,6.2,11.0,10.6,9.8,13.4,17.8,7.2,11.0,72714,94702,13450,92.7,56.1,47.0,7.3,15.4,17.9
11694,7994,4.7,4.6,6.2,4.6,6.6,12.4,10.8,19.0,15.1,16.0,100190,124327,21145,96.6,71.4,36.1,3.4,8.2,12.4
11697,1533,1.9,0.6,5.0,2.9,5.0,11.1,11.2,17.5,14.4,30.5,134563,160188,3946,99.6,93.4,25.9,0.4,2.1,3.9
11701,9163,2.6,2.5,3.9,5.8,8.5,13.3,16.2,16.5,11.8,18.8,97299,129726,27374,94.8,72.4,36.8,5.2,6.5,8.6
11702,5487,0.9,1.8,4.8,3.9,5.3,12.0,12.8,14.6,13.2,30.7,134602,166357,14032,98.2,86.3,31.0,1.8,1.4,2.6
11703,5491,2.5,0.3,3.7,2.3,5.2,13.0,13.1,21.6,16.5,21.8,126027,139822,17414,95.9,77.9,31.3,4.1,1.5,3.3
11704,13096,2.3,2.1,4.6,4.0,5.0,10.7,10.6,27.6,14.7,18.4,120147,134670,39394,95.5,81.1,29.2,4.5,3.8,6.4
11705,3034,3.4,3.3,3.3,1.9,4.4,5.1,10.0,20.5,17.6,30.5,139769,170054,8392,98.6,88.1,25.1,1.4,6.0,5.0
11706,18997,4.0,2.7,3.5,4.5,8.1,11.2,10.6,20.1,16.5,18.8,110965,134137,65322,92.7,69.8,35.0,7.3,6.4,8.2
11709,2656,3.7,0.0,2.1,3.5,7.1,6.4,12.3,18.4,8.8,37.7,136346,174403,6763,98.4,81.3,31.5,1.6,1.1,4.3
11710,11228,2.0,0.5,2.8,2.6,3.5,9.3,6.9,15.7,17.8,38.9,167039,202397,34850,99.0,86.6,24.6,1.0,1.6,2.9
