zcta5,inc_total,inc_10k,inc_15k,inc_25k,inc_35k,inc_50k,inc_75k,inc_100k,inc_150k,inc_200k,inc_200kplus,inc_mean,inc_avg,ins_total_pop,ins_total,ins_private,ins_public,no_ins_total,pov_families,pov_all
12832,2697,3.0,8.1,9.0,10.8,10.2,16.1,16.6,16.9,5.9,3.2,64256,81525,6396,96.8,63.4,50.3,3.2,10.0,10.9
12833,2137,4.1,0.4,9.7,5.5,13.4,7.2,10.4,14.9,12.9,21.4,99006,160478,5218,96.7,80.8,28.9,3.3,6.9,9.3
12834,2497,2.3,1.8,2.6,8.9,9.0,18.1,21.1,18.1,9.5,8.5,85050,101776,6256,94.5,63.4,46.3,5.5,5.6,8.1
12835,1204,1.2,4.9,8.1,7.9,13.4,21.6,8.7,15.7,6.9,11.6,68690,103409,2545,95.2,67.0,52.9,4.8,6.1,9.9
12836,266,0.0,0.0,9.4,4.9,7.1,21.8,27.4,13.2,5.3,10.9,84722,110208,461,97.2,61.6,74.6,2.8,0.0,12.6
12837,337,1.5,20.2,3.3,2.4,6.2,17.5,22.6,13.9,9.5,3.0,74327,80780,879,98.6,70.0,38.7,1.4,14.2,19.0
12838,301,1.7,0.0,1.3,3.3,10.6,45.8,12.0,13.6,9.6,2.0,65688,82461,721,95.8,68.5,43.6,4.2,12.1,9.8
12839,6123,2.8,8.8,7.8,4.7,11.1,22.8,17.4,19.6,3.4,1.6,62035,73416,13625,95.2,65.0,47.1,4.8,10.1,15.4
12841,67,0.0,3.0,7.5,16.4,0.0,43.3,7.5,6.0,10.4,6.0,58850,82921,95,100.0,85.3,90.5,0.0,11.5,8.4
12842,316,3.2,0.0,6.0,17.4,14.2,10.4,7.3,32.9,6.3,2.2,-,85226,705,93.3,66.2,44.0,6.7,0.0,3.5
12843,284,1.8,0.0,10.2,4.6,10.9,37.7,11.3,5.3,2.5,15.8,64655,86590,678,92.5,60.0,46.2,7.5,0.0,4.7
12844,114,0.0,0.0,0.0,0.0,7.0,4.4,0.0,36.0,18.4,34.2,173077,193898,293,94.9,93.9,49.8,5.1,0.0,2.9
12845,1994,3.1,1.2,9.7,7.2,6.6,13.1,14.1,25.7,10.1,9.2,90625,101760,4444,95.5,76.4,42.8,4.5,3.0,5.2
12846,1622,7.0,6.5,13.0,10.5,7.6,9.9,15.0,13.0,11.6,5.9,61875,81614,3004,97.3,79.9,39.1,2.7,0.0,9.3
12847,236,3.8,1.7,6.4,1.3,15.7,30.1,14.0,9.7,6.8,10.6,70000,99485,687,97.8,70.0,54.1,2.2,6.5,15.0
12849,159,0.0,32.7,25.2,0.0,5.7,0.0,0.0,17.6,11.3,7.5,-,71337,425,100.0,52.7,49.4,0.0,47.3,25.2
12850,1041,1.8,1.4,9.1,4.0,10.5,8.5,21.0,14.9,17.4,11.3,95434,109410,2698,96.6,62.9,47.3,3.4,5.0,7.7
12851,132,0.0,0.0,7.6,8.3,12.1,20.5,13.6,26.5,2.3,9.1,90208,105361,319,99.1,67.7,53.6,0.9,4.8,7.2
12852,178,6.2,2.8,6.7,7.3,7.9,23.6,9.6,10.1,22.5,3.4,65833,87335,365,99.7,84.7,53.4,0.3,0.9,7.7
12853,578,9.5,5.5,9.5,6.7,9.3,25.6,8.0,12.6,1.2,11.9,51824,78451,1294,97.4,56.1,69.9,2.6,3.9,11.7
12854,36,0.0,0.0,0.0,0.0,0.0,47.2,0.0,52.8,0.0,0.0,-,N,98,86.7,17.3,69.4,13.3,0.0,0.0
12855,105,4.8,0.0,17.1,10.5,2.9,32.4,12.4,3.8,11.4,4.8,59659,76355,207,96.1,82.1,46.4,3.9,10.4,9.7
12856,177,0.0,4.0,7.9,11.3,9.0,44.1,4.5,10.2,9.0,0.0,56141,69487,313,95.5,39.0,78.0,4.5,0.0,0.0
12857,326,8.9,4.3,8.3,4.3,8.3,27.9,18.4,15.6,2.8,1.2,64519,71960,738,96.5,67.1,62.1,3.5,9.5,10.2
12858,75,0.0,16.0,5.3,0.0,18.7,4.0,12.0,16.0,5.3,22.7,95625,131691,146,100.0,61.6,82.2,0.0,0.0,0.0
12859,682,3.1,0.0,14.8,1.9,5.0,19.1,2.8,28.6,14.8,10.0,101369,103318,1834,85.7,74.2,21.0,14.3,10.9,9.2
12860,150,0.0,0.0,8.7,2.7,17.3,25.3,24.0,2.0,6.7,13.3,59375,95804,364,90.1,60.7,42.3,9.9,12.8,14.5
12861,218,5.5,2.8,4.6,4.6,7.8,11.0,24.8,26.6,9.6,2.8,89000,95373,556,98.0,73.6,45.0,2.0,14.4,11.6
12862,139,0.0,3.6,0.0,12.2,12.2,36.7,0.0,0.0,3.6,31.7,-,115095,266,100.0,74.1,45.5,0.0,8.9,3.4
12863,312,0.0,0.0,13.8,7.1,16.3,9.0,14.1,20.8,13.5,5.4,87778,87677,883,100.0,73.8,30.8,0.0,4.2,9.1
12864,3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,N,9,100.0,0.0,100.0,0.0,-,0.0
12865,1364,5.7,2.8,9.9,8.2,7.8,23.3,13.7,18.0,5.2,5.4,65500,83349,3448,96.9,59.9,50.0,3.1,11.8,16.1
12866,17410,4.2,2.6,5.1,5.0,8.5,13.0,13.6,20.4,11.9,15.8,96678,126295,37884,97.7,81.5,35.4,2.3,4.1,8.5
12870,749,5.1,1.9,8.9,7.7,15.6,18.0,13.4,13.8,8.7,6.9,62639,90530,1690,98.5,69.8,60.9,1.5,7.7,11.4
12871,1694,3.1,3.4,5.1,5.1,10.5,21.8,13.8,18.0,13.3,5.9,77813,96002,4196,91.6,69.8,36.1,8.4,2.0,6.3
12872,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,N,103,100.0,100.0,0.0,0.0,0.0,0.0
12873,355,6.2,0.0,5.9,6.5,6.2,10.7,19.4,17.7,14.4,13.0,95197,118992,875,97.4,72.6,44.1,2.6,9.8,9.1
12874,87,3.4,0.0,3.4,10.3,21.8,14.9,0.0,10.3,31.0,4.6,-,99557,155,100.0,91.0,38.1,0.0,5.6,13.5
12878,271,3.0,1.1,9.2,10.0,5.2,27.3,23.2,15.9,3.3,1.8,67344,72274,767,98.7,57.1,61.0,1.3,1.6,6.4
12883,2042,4.2,7.4,8.7,8.8,15.2,13.4,10.2,19.6,5.9,6.7,65200,80943,4732,95.6,67.0,47.3,4.4,10.2,14.5
12884,241,0.0,4.1,0.8,41.1,7.9,11.2,2.9,17.8,12.0,2.1,45750,71715,591,99.7,76.1,49.2,0.3,16.8,17.3
12885,2073,3.7,5.2,12.6,6.1,16.3,17.7,14.6,11.3,8.1,4.4,56027,73767,4411,97.5,64.8,49.6,2.5,8.7,13.6
12886,103,0.0,0.0,8.7,1.9,6.8,0.0,22.3,51.5,0.0,8.7,117739,104312,231,97.0,66.7,44.6,3.0,0.0,6.0
12887,1625,5.2,5.8,6.7,9.9,14.3,16.6,12.2,15.9,8.6,4.7,61094,78446,4720,80.9,50.3,44.8,19.1,11.4,15.0
12901,14030,8.9,4.3,8.2,7.9,14.1,17.5,11.0,16.3,5.7,6.1,57811,79231,31729,97.4,71.3,41.4,2.6,9.8,16.2
12903,841,3.6,6.8,3.2,5.8,8.0,21.3,22.4,12.8,8.9,7.3,76027,87464,1705,98.4,81.3,38.1,1.6,0.0,4.6
12910,607,4.9,3.8,15.2,10.4,12.2,13.7,16.3,17.3,5.4,0.8,58304,67729,1533,98.5,63.5,55.6,1.5,12.7,17.6
12911,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
12912,717,3.3,3.9,4.2,7.8,16.5,14.6,17.0,18.7,9.5,4.5,70938,92287,1809,97.8,75.7,43.1,2.2,1.8,6.7
12913,434,2.8,3.7,7.4,13.4,14.1,15.7,11.1,17.1,6.9,8.1,68182,84588,1076,97.2,80.9,32.7,2.8,9.6,11.4
12914,351,7.7,4.6,25.6,4.3,8.5,14.0,14.2,14.5,4.3,2.3,47083,61849,876,75.1,54.0,38.7,24.9,9.4,20.8
12915,34,0.0,0.0,11.8,0.0,38.2,0.0,50.0,0.0,0.0,0.0,-,59532,58,84.5,69.0,15.5,15.5,0.0,0.0
12916,992,2.6,2.2,14.2,12.5,15.5,24.5,9.7,12.9,3.3,2.5,52339,70130,2375,96.1,62.2,61.0,3.9,18.8,21.8
12917,455,5.5,7.7,2.9,4.6,9.5,25.5,20.0,14.3,7.7,2.4,68185,76514,1232,90.8,68.7,39.0,9.2,14.8,16.4
12918,1112,0.0,1.7,5.5,1.6,8.0,23.0,19.3,16.5,8.9,15.5,87045,122141,2607,100.0,91.4,27.9,0.0,0.0,0.7
12919,1098,5.4,0.7,7.0,3.5,11.2,23.9,14.9,23.8,7.2,2.5,73929,88041,2716,95.0,67.4,46.1,5.0,2.6,5.4
12920,1024,6.1,3.2,8.2,7.5,12.8,15.9,12.6,17.3,7.0,9.4,67885,89518,2410,97.0,71.2,47.4,3.0,13.7,17.5
12921,963,8.2,3.5,0.0,3.3,2.6,16.5,19.9,20.0,20.4,5.5,92634,105314,2870,96.3,80.2,27.9,3.7,7.2,10.0
12922,17,0.0,0.0,0.0,11.8,11.8,0.0,41.2,35.3,0.0,0.0,84375,87076,37,100.0,91.9,16.2,0.0,0.0,0.0
12923,227,11.0,13.2,7.5,5.7,10.6,24.2,10.6,15.0,2.2,0.0,52250,56545,506,96.8,71.9,43.5,3.2,14.8,17.2
12924,80,2.5,0.0,0.0,0.0,8.8,77.5,0.0,11.3,0.0,0.0,55918,60536,325,62.8,62.8,44.3,37.2,0.0,0.6
12926,1006,7.7,5.2,9.7,6.9,13.6,19.4,10.5,20.2,4.1,2.8,59375,71704,2325,94.2,66.4,43.7,5.8,11.2,15.5
12927,158,1.9,0.0,24.1,12.0,8.9,9.5,17.1,18.4,6.3,1.9,60000,81477,295,100.0,58.0,65.4,0.0,2.9,5.1
12928,795,4.5,5.9,9.4,1.6,15.8,15.3,12.8,18.4,14.6,1.5,71571,82182,1869,95.3,66.9,45.9,4.7,1.5,6.6
12929,395,5.8,0.0,8.9,4.8,22.3,12.9,16.7,19.7,7.3,1.5,65125,75874,972,96.1,59.1,51.9,3.9,9.5,13.3
12930,298,6.0,3.7,7.4,6.0,7.7,24.8,13.1,13.4,13.8,4.0,64615,87638,843,94.9,76.3,32.0,5.1,4.7,10.0
12932,537,2.0,4.8,5.8,10.4,20.7,19.7,11.7,14.3,5.8,4.7,57813,78632,1003,94.9,57.0,57.3,5.1,5.6,9.4
12933,14,0.0,0.0,21.4,78.6,0.0,0.0,0.0,0.0,0.0,0.0,-,N,27,100.0,100.0,100.0,0.0,0.0,0.0
12934,476,1.7,6.7,5.9,6.1,9.7,27.7,16.0,20.2,4.2,1.9,70278,76511,1197,97.5,68.8,45.7,2.5,5.3,11.7
12935,638,4.4,10.0,8.3,6.9,10.7,21.3,5.2,16.5,13.5,3.3,61538,82090,1406,96.7,67.9,46.8,3.3,14.7,17.8
12936,310,4.2,3.9,0.3,10.6,9.4,27.4,14.2,14.2,6.8,9.0,71154,85553,671,87.0,63.3,45.6,13.0,5.0,10.4
12937,583,2.1,5.3,15.1,9.6,17.7,13.9,15.3,16.6,4.1,0.3,50288,63139,1464,84.8,69.1,33.9,15.2,11.2,17.0
12939,78,14.1,0.0,6.4,6.4,20.5,5.1,2.6,12.8,24.4,7.7,-,96797,141,100.0,78.7,34.8,0.0,0.0,7.8
12941,704,6.4,1.0,0.9,7.8,9.2,22.9,16.8,21.4,9.7,4.0,78125,94220,1692,97.9,69.4,47.7,2.1,4.7,8.5
12942,278,5.8,0.0,1.4,7.2,3.2,19.4,5.4,32.7,9.4,15.5,113750,117279,516,91.3,76.4,42.1,8.7,0.0,3.1
12943,122,0.0,0.0,15.6,8.2,16.4,24.6,2.5,16.4,8.2,8.2,51579,80103,292,100.0,69.2,45.9,0.0,19.4,17.5
12944,1613,2.5,4.6,7.1,12.0,11.1,22.2,14.9,13.2,9.9,2.5,63977,83390,3887,91.5,74.4,40.6,8.5,11.6,15.7
12945,212,0.0,0.0,0.0,3.8,20.3,29.7,30.7,5.7,0.0,9.9,71250,85982,528,100.0,94.5,45.3,0.0,5.6,4.9
12946,2225,3.4,2.8,12.4,10.6,5.7,14.5,7.8,24.0,5.2,13.5,76023,109725,4660,95.7,71.7,39.8,4.3,4.2,9.4
12950,299,0.0,0.0,6.4,9.7,13.0,19.7,28.8,16.7,5.7,0.0,75438,73922,623,98.9,82.7,40.3,1.1,1.3,1.4
12952,104,0.0,22.1,22.1,0.0,19.2,20.2,0.0,10.6,5.8,0.0,40750,48315,265,96.2,37.4,74.3,3.8,0.0,13.6
12953,4620,5.8,8.2,6.1,12.2,10.6,18.6,12.8,16.2,5.4,4.0,59191,78029,10490,96.2,60.9,53.2,3.8,12.6,19.7
12955,183,4.4,6.0,12.6,8.2,15.8,11.5,17.5,21.9,0.0,2.2,60417,73983,345,87.0,59.4,49.0,13.0,11.9,22.9
12956,490,4.9,0.0,19.0,0.0,20.6,23.1,14.5,0.0,18.0,0.0,56824,70873,1112,100.0,66.3,55.2,0.0,21.4,14.2
12957,776,7.1,1.7,30.7,5.4,9.0,22.8,11.3,9.0,3.0,0.0,48469,53827,1647,96.9,63.0,53.5,3.1,19.0,21.9
12958,733,0.0,8.2,14.9,9.7,10.0,15.0,10.8,16.5,10.4,4.6,64271,77957,1829,95.7,75.5,38.5,4.3,13.0,9.3
12959,772,0.0,4.7,7.6,11.1,12.2,24.2,8.3,22.8,1.6,7.5,54500,78062,1618,94.5,69.6,44.2,5.5,1.7,19.4
12960,427,0.0,0.0,0.0,6.8,29.3,52.9,1.4,7.3,2.3,0.0,58162,59881,900,98.8,76.4,65.1,1.2,0.0,1.4
12961,86,0.0,0.0,88.4,0.0,0.0,11.6,0.0,0.0,0.0,0.0,-,N,97,100.0,88.7,11.3,0.0,0.0,0.0
12962,2178,3.6,4.7,7.0,11.8,7.7,25.3,13.3,19.1,4.4,3.0,63634,77144,4943,96.8,76.6,44.7,3.2,9.6,10.8
12964,34,20.6,0.0,0.0,0.0,11.8,0.0,23.5,17.6,0.0,26.5,91250,127726,96,100.0,69.8,54.2,0.0,26.9,26.0
12965,131,8.4,2.3,23.7,6.9,16.8,9.2,11.5,11.5,9.9,0.0,44688,63096,272,96.0,70.2,54.8,4.0,15.3,16.2
12966,1217,2.3,2.6,9.5,9.4,8.5,18.7,19.0,17.1,7.9,4.9,70583,82640,3152,87.8,56.3,44.3,12.2,11.9,17.9
12967,487,1.4,4.7,9.7,11.7,8.2,26.9,15.4,18.7,2.1,1.2,64688,69369,1226,88.7,61.8,40.2,11.3,8.6,12.7
12969,119,9.2,3.4,14.3,5.0,12.6,18.5,15.1,9.2,0.8,11.8,57188,70816,219,99.5,66.7,69.4,0.5,9.8,16.9
12970,151,0.0,0.0,6.6,12.6,5.3,16.6,17.9,27.2,1.3,12.6,81875,122399,937,97.2,79.1,25.7,2.8,7.4,4.7
12972,2813,3.5,0.6,3.9,3.6,6.5,14.3,9.4,32.2,10.8,15.1,116563,114723,7038,95.5,85.8,23.4,4.5,5.1,6.4
12973,67,9.0,0.0,9.0,4.5,19.4,19.4,19.4,11.9,7.5,0.0,55313,67764,169,83.4,50.3,58.0,16.6,19.6,24.9
12974,929,5.3,9.3,16.8,3.7,11.0,16.1,3.3,29.0,1.1,4.5,53827,68953,2054,98.5,61.6,59.0,1.5,18.3,16.6
12975,125,0.0,0.0,0.0,16.0,0.0,41.6,6.4,31.2,4.0,0.8,67386,80919,210,94.8,89.5,53.8,5.2,0.0,5.7
12976,99,8.1,0.0,8.1,0.0,18.2,24.2,14.1,11.1,4.0,12.1,68672,88413,175,98.3,89.1,55.4,1.7,0.0,4.6
12977,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-,N,11,100.0,100.0,45.5,0.0,0.0,0.0
12978,81,0.0,0.0,0.0,0.0,0.0,0.0,66.7,25.9,7.4,0.0,92355,102407,256,100.0,100.0,40.2,0.0,0.0,0.0
12979,1195,14.0,2.7,18.0,8.3,12.1,13.1,8.4,16.7,3.8,3.1,45375,62285,2534,97.5,66.8,49.5,2.5,15.3,18.6
12980,523,8.2,2.1,11.9,6.3,11.7,26.0,13.4,9.2,8.0,3.3,59438,70032,1118,92.1,71.5,43.4,7.9,9.0,15.0
12981,897,9.9,3.8,2.5,9.6,13.6,10.8,17.3,23.4,4.8,4.3,74830,81579,2397,96.6,70.1,38.8,3.4,14.2,20.7
12983,3458,3.2,6.6,9.5,8.6,10.3,20.3,12.2,15.5,7.4,6.2,61237,86646,7320,94.9,71.7,43.0,5.1,6.3,13.7
12985,374,7.0,3.5,20.9,6.4,3.2,5.9,16.3,22.2,10.2,4.5,75588,80963,915,93.9,54.1,52.6,6.1,16.6,17.6
12986,2356,3.1,7.2,8.9,8.2,9.9,23.3,13.1,17.7,3.8,4.8,60333,78581,5190,97.9,76.5,46.7,2.1,7.5,16.5
12987,73,8.2,0.0,12.3,0.0,8.2,6.8,0.0,47.9,5.5,11.0,109688,115530,152,96.1,79.6,32.2,3.9,0.0,3.9
12989,459,1.1,1.3,7.4,7.6,10.2,16.8,18.3,26.6,5.4,5.2,84226,93647,970,99.5,82.0,35.9,0.5,12.9,14.8
12992,1621,4.1,4.9,4.6,9.9,11.4,9.9,20.3,27.9,1.5,5.6,82175,92114,3774,97.7,71.7,48.4,2.3,6.2,11.3
12993,740,3.5,6.8,7.8,9.2,8.1,23.0,9.9,20.1,2.3,9.3,63636,97521,1634,92.5,72.9,47.9,7.5,5.5,10.2
12996,818,0.7,1.7,16.1,5.6,8.8,20.4,9.3,25.2,9.0,3.1,64712,95425,1983,94.3,66.7,46.8,5.7,9.8,8.7
12997,558,1.8,2.5,5.6,9.1,10.6,21.7,11.6,13.6,15.2,8.2,69758,101071,1217,98.2,76.3,41.7,1.8,4.2,4.0
12998,105,26.7,0.0,0.0,14.3,37.1,0.0,21.9,0.0,0.0,0.0,38125,41347,294,92.2,8.8,91.8,7.8,0.0,9.5
13020,37,0.0,0.0,24.3,0.0,13.5,18.9,21.6,21.6,0.0,0.0,65938,71065,107,100.0,56.1,57.9,0.0,0.0,4.7
13021,16676,6.0,4.8,11.8,9.0,11.3,19.0,11.2,15.2,6.5,5.2,56649,82709,36844,97.3,68.0,47.5,2.7,9.5,14.9
13024,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
13026,565,0.5,1.6,5.0,3.7,8.3,15.8,20.4,28.7,11.9,4.2,91652,100625,1737,91.7,78.8,26.5,8.3,3.6,5.1
13027,14585,3.8,2.6,5.6,7.3,6.3,16.2,14.8,17.9,11.8,13.7,88706,109357,35212,97.8,79.2,32.5,2.2,6.3,6.9
13028,309,0.0,0.0,6.5,4.2,16.2,15.2,15.2,39.2,0.0,3.6,87356,84021,809,94.1,63.0,49.8,5.9,0.0,1.7
13029,3006,6.6,3.4,9.0,3.0,9.2,8.7,14.7,20.7,11.2,13.5,91650,108257,7865,96.7,70.1,44.3,3.3,9.3,13.7
13030,1537,3.6,1.4,6.6,7.7,12.0,18.1,15.9,15.5,11.8,7.4,75972,98973,4008,98.2,78.4,36.5,1.8,6.9,7.8
13031,6840,5.9,1.6,6.4,7.1,9.9,13.1,13.1,20.9,11.9,10.0,87663,103852,15694,98.5,81.5,35.9,1.5,3.4,6.6
13032,4957,3.0,3.7,9.8,5.6,10.3,20.7,18.2,17.8,7.0,3.8,71417,82342,12878,96.7,68.4,42.1,3.3,5.5,7.8
13033,1290,2.4,2.0,4.1,5.9,13.2,21.9,12.8,21.3,9.6,6.7,75300,95322,3661,93.0,69.6,35.0,7.0,6.9,10.6
13034,796,5.3,1.5,5.7,5.4,7.8,13.6,14.1,25.9,11.4,9.4,92500,127140,2022,97.2,79.9,35.9,2.8,4.1,7.7
13035,3034,2.2,1.7,6.8,5.4,8.6,14.5,10.1,20.4,11.3,19.1,102386,135365,8460,96.6,77.3,34.9,3.4,2.7,5.3
13036,3658,6.0,3.9,5.9,5.1,8.9,15.4,16.1,22.2,7.4,9.1,79681,105242,9020,97.0,70.0,40.3,3.0,6.5,11.4
13037,3629,8.1,2.1,6.3,6.5,8.7,18.0,11.2,16.6,10.1,12.5,75777,105099,9559,97.9,73.0,40.1,2.1,9.5,9.1
13039,6727,1.0,1.5,3.2,3.8,9.8,15.5,12.0,25.5,15.5,12.4,104541,119462,16970,97.5,81.1,29.3,2.5,3.5,5.5
13040,1048,3.3,3.4,6.8,12.1,14.6,17.5,12.0,22.4,5.4,2.4,61458,73790,2620,95.9,71.1,40.6,4.1,7.2,10.9
13041,4473,1.9,2.3,1.3,4.9,6.1,12.2,15.4,29.6,15.3,10.9,109119,119404,11888,97.7,82.1,26.6,2.3,0.2,2.0
13042,852,1.3,0.4,4.7,4.2,21.5,12.1,12.6,31.5,6.9,4.9,97500,100901,2012,96.8,69.3,43.0,3.2,5.0,6.6
13044,1172,7.7,11.3,5.6,5.5,6.9,18.6,5.1,17.6,14.1,7.5,66379,99969,3026,97.6,56.2,48.8,2.4,5.3,12.3
13045,10988,5.0,6.4,7.9,8.4,10.7,20.3,12.9,16.0,8.1,4.2,63762,77046,27725,96.9,74.3,35.3,3.1,7.4,15.8
13051,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-,N,37,100.0,100.0,0.0,0.0,-,0.0
13052,638,6.4,1.7,8.0,10.0,9.7,14.9,16.1,23.4,4.4,5.3,74219,83278,1763,93.3,64.1,43.8,6.7,7.9,10.8
13053,1840,7.3,4.8,4.5,9.5,8.0,12.8,11.8,20.5,11.6,9.2,81429,97479,4717,96.1,70.2,41.0,3.9,11.6,19.3
13054,420,0.0,1.4,7.1,4.0,1.9,9.5,33.6,26.0,8.6,7.9,95500,101384,1218,97.0,81.0,30.8,3.0,6.7,5.2
13057,6420,2.6,3.3,8.5,6.9,14.4,15.9,15.6,17.6,9.3,5.9,72302,88190,14244,96.6,75.0,39.9,3.4,5.2,7.7
13060,1156,14.6,4.3,3.3,7.7,16.5,16.2,13.9,14.4,6.1,2.9,56284,72468,2731,97.7,70.7,46.7,2.3,17.3,20.8
13061,287,4.5,0.0,6.6,4.2,15.7,14.6,21.3,19.2,4.2,9.8,78583,102117,627,95.7,74.0,40.5,4.3,2.3,10.3
13062,111,0.0,0.0,5.4,0.0,12.6,27.9,11.7,0.0,0.0,42.3,-,172803,212,100.0,52.4,80.2,0.0,7.1,6.1
13063,880,1.5,3.1,3.8,3.3,4.7,33.5,10.8,19.1,12.5,7.8,75238,118676,1696,97.3,84.7,38.9,2.7,1.0,3.7
13065,97,0.0,0.0,27.8,0.0,0.0,15.5,0.0,56.7,0.0,0.0,-,78376,222,100.0,77.9,53.6,0.0,61.4,22.1
13066,5417,3.9,1.3,6.4,5.3,5.7,12.0,8.6,20.9,14.0,21.9,115625,153951,12750,98.6,84.4,30.8,1.4,2.5,5.3
13068,2059,3.3,2.1,5.1,7.7,11.9,14.2,18.4,21.3,9.7,6.4,78125,97628,4647,96.6,72.5,39.5,3.4,4.7,9.4
13069,9862,6.1,4.8,8.6,8.9,12.1,20.9,12.9,16.5,6.3,2.8,59318,75296,23274,94.8,59.1,47.5,5.2,14.3,19.2
13071,311,2.6,4.5,6.8,3.9,16.7,19.0,18.0,12.2,7.7,8.7,69125,89304,858,94.8,71.6,35.5,5.2,8.3,10.5
13072,342,4.4,1.8,5.3,7.3,24.6,22.2,13.5,13.2,7.0,0.9,59583,68501,826,94.1,62.6,46.6,5.9,6.5,12.3
13073,2732,1.9,4.5,3.1,8.0,14.7,22.0,13.6,22.1,7.0,3.0,67074,80862,6434,97.7,68.0,45.2,2.3,5.3,9.5
13074,1752,4.2,1.2,9.7,9.3,10.6,15.7,22.1,23.3,2.1,1.9,73804,78566,4453,91.9,60.5,45.7,8.1,8.8,17.6
13076,938,2.9,1.4,2.1,12.2,12.6,18.4,10.8,17.4,4.2,18.1,76250,158986,2416,96.4,65.8,42.8,3.6,17.5,17.7
13077,2947,1.0,1.6,8.3,5.5,16.1,22.7,13.7,18.7,7.1,5.2,70016,87128,6646,97.7,81.1,36.5,2.3,2.7,4.2
13078,3784,1.6,1.7,4.1,2.6,7.0,9.2,14.4,24.9,14.1,20.3,115699,149490,10325,98.0,88.1,25.0,2.0,3.4,4.4
13080,1419,4.7,1.9,9.4,6.6,10.5,17.5,12.8,20.7,6.4,9.5,74479,97146,3519,98.3,68.9,49.0,1.7,6.6,10.0
13081,483,5.8,0.0,5.6,2.7,9.7,11.0,18.0,24.2,11.8,11.2,98125,118487,1114,96.3,76.1,33.3,3.7,3.0,5.7
13082,1514,4.9,2.2,9.5,2.6,7.7,20.4,16.3,25.2,8.1,3.1,76754,86186,3750,98.5,72.9,37.9,1.5,2.2,5.3
13083,860,2.3,4.2,8.0,5.9,10.7,18.6,17.9,17.1,12.6,2.7,75167,84679,1989,98.4,66.5,42.5,1.6,13.7,18.3
13084,1596,2.6,0.0,2.0,4.8,16.9,17.0,15.4,18.4,13.3,9.8,84900,103791,3801,97.2,78.8,40.4,2.8,0.4,3.4
13087,68,0.0,0.0,0.0,0.0,0.0,2.9,35.3,23.5,8.8,29.4,113750,144097,161,100.0,97.5,37.9,0.0,0.0,6.8
13088,10472,3.4,0.8,7.3,6.9,14.3,23.3,16.3,16.5,7.6,3.6,70180,83870,21772,94.9,73.5,39.4,5.1,5.6,8.4
13090,11996,4.1,1.5,5.5,5.2,10.4,17.6,15.3,22.5,10.6,7.2,85313,98914,29241,96.9,77.6,33.6,3.1,7.4,10.7
13092,1025,3.5,0.7,10.1,11.8,16.2,15.0,18.0,14.0,5.9,4.8,62014,80430,2726,90.3,58.0,45.4,9.7,15.8,24.7
13101,945,0.5,4.9,12.0,10.3,14.5,28.0,10.3,14.1,3.3,2.2,60197,68169,2410,97.4,59.2,51.7,2.6,12.8,10.2
13102,29,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-,N,52,100.0,100.0,0.0,0.0,-,0.0
13103,123,13.0,0.0,7.3,26.8,0.0,30.9,22.0,0.0,0.0,0.0,50729,46758,226,91.6,66.8,29.2,8.4,26.4,17.3
13104,6436,4.9,0.6,3.1,4.7,7.8,13.7,9.9,16.1,14.7,24.7,118295,156239,16711,98.1,83.7,28.1,1.9,2.0,5.2
13108,2712,2.3,3.7,5.4,6.2,6.1,18.9,18.2,17.6,10.1,11.6,87632,104719,6284,97.5,77.6,42.5,2.5,2.6,5.4
13110,907,1.3,2.0,4.9,5.5,9.0,19.5,9.9,20.9,12.5,14.4,92188,117741,2389,96.8,78.0,43.9,3.2,2.0,4.0
13111,595,8.7,4.0,10.8,16.5,10.8,14.1,15.8,10.4,7.1,1.8,49250,65079,1790,94.8,55.4,48.9,5.2,25.8,26.7
13112,598,0.0,0.0,1.5,16.9,6.5,21.6,12.9,21.9,11.9,6.9,77857,97714,1728,100.0,67.3,47.9,0.0,11.4,9.1
13113,26,0.0,0.0,3.8,34.6,19.2,15.4,11.5,15.4,0.0,0.0,36875,62188,52,92.3,65.4,40.4,7.7,5.3,9.6
13114,3013,3.0,3.3,6.2,8.7,13.1,18.8,14.8,16.8,8.3,7.1,71161,86321,7397,94.4,63.7,45.5,5.6,10.8,12.8
13115,91,4.4,0.0,0.0,5.5,3.3,57.1,0.0,12.1,8.8,8.8,67679,86474,225,94.7,71.1,36.4,5.3,17.0,23.6
13116,1445,4.4,0.0,3.9,4.4,21.0,13.1,20.1,17.4,10.9,4.8,82232,91486,3590,97.9,63.0,52.3,2.1,1.5,4.3
13117,108,9.3,13.0,6.5,13.9,11.1,25.0,14.8,6.5,0.0,0.0,41389,48271,279,99.6,54.1,50.2,0.4,0.0,11.8
